OID_,sci_name,class,family,order_,biome_freshwater,biome_marine,biome_terrestrial,category,criteria,common_name,movementpattern,Range_Areakm2,FW_Width,FW_Length,Hazira_10,Hazira_15,Hazira_20,Hazira_25,Kudankulam_10,Kudankulam_15,Kudankulam_20,Kudankulam_25,Muttom_10,Muttom_15,Muttom_20,Muttom_25,Pipavav_10,Pipavav_15,Pipavav_20,Pipavav_25,Tuticorin_10,Tuticorin_15,Tuticorin_20,Tuticorin_25,Vizhinjam_10,Vizhinjam_15,Vizhinjam_20,Vizhinjam_25,Sens_Score,Sens_Score_1
11,Acridotheres fuscus,AVES,STURNIDAE,PASSERIFORMES,false,false,true,LC,,Jungle Myna,Not a Migrant,2422652.819962965324521,,,,,,0.000730640695466,,,,,,,,,0.007911443451516,0.016713794157935,0.028554335543431,0.043640304421550,,,,,0.001487727595133,0.004501329921370,0.008496106173475,0.013171328385642,,
12,Acridotheres ginginianus,AVES,STURNIDAE,PASSERIFORMES,true,false,true,LC,,Bank Myna,Not a Migrant,1641395.902071747696027,,,0.005308533003528,0.012345230938661,0.022177060023683,0.037504958914470,,,,,,,,,0.010318241032604,0.022743472576214,0.039878145256318,0.061778882145692,,,,,,,,,,
13,Acridotheres tristis,AVES,STURNIDAE,PASSERIFORMES,false,false,true,LC,,Common Myna,Not a Migrant,10018300.044072119519114,,,0.000602864687070,0.001563115527803,0.002952004217879,0.005234553233007,0.001728406723438,0.003651903564863,0.006472964095309,0.009993929940933,0.001510269965169,0.003335249706484,0.005843788053395,0.008982775938393,0.001912734626331,0.004041044944739,0.006904331964773,0.010552448407818,0.001029703280617,0.002659575099933,0.005221357419815,0.008808338298457,0.001664667014338,0.003575809007753,0.006216285498267,0.009586682519298,,
14,Acritillas indica,AVES,PYCNONOTIDAE,PASSERIFORMES,true,false,true,LC,,Yellow-browed Bulbul,Not a Migrant,219041.405522480665240,586.844562050364402,1502.288516597935541,,,,,,0.018032614661045,0.073807237415643,0.150573838684487,0.069088650663124,0.152534038549298,0.267261892125590,0.410834669052278,,,,,,,,,0.076151710976997,0.163558904753588,0.284338282365903,0.438493081823638,,
15,Acrocephalus agricola,AVES,ACROCEPHALIDAE,PASSERIFORMES,true,false,true,LC,,Paddyfield Warbler,Full Migrant,7860168.086352616548538,,,,,,,,,,,,,,,0.002438392347528,0.005151443713215,0.008800923045249,0.013450704658432,,,,,,,,,,
16,Acrocephalus dumetorum,AVES,ACROCEPHALIDAE,PASSERIFORMES,true,false,true,LC,,Blyth's Reed-warbler,Full Migrant,6985591.983365864492953,,,0.000866896584492,0.002245420352602,0.004239421821677,0.007514727009484,,,,,,,,,,,,,,,,,0.000133462303360,0.001070920299352,0.002551672044109,0.004565653257464,,
17,Acrocephalus stentoreus,AVES,ACROCEPHALIDAE,PASSERIFORMES,true,false,true,LC,,Clamorous Reed-warbler,Full Migrant,8981392.580415420234203,,,0.000858185363158,0.001447126574213,0.002793432211010,0.005384238661156,0.001928275374047,0.004073976105820,0.007220848195199,0.011148558790578,0.001684852852884,0.003720094129396,0.006518532890729,0.010020044431684,0.001891271543061,0.003667949366978,0.005896396193637,0.008637275799943,0.001150220273416,0.002968940234936,0.005827071990265,0.009828945213176,0.001856803571301,0.003988377270375,0.006933599160065,0.010693146774820,,
18,Acrochordus granulatus,REPTILIA,ACROCHORDIDAE,SQUAMATA,true,true,false,LC,,Wart Snake,,2205290.507071984000504,,,,,,,0.002003607253883,0.004827968292227,0.008630074481721,0.012610555229069,,,,,,,,,0.011313284179885,0.016105595870765,0.020569863330662,0.024820266906872,,,,,,
19,Acrostichum aureum,POLYPODIOPSIDA,PTERIDACEAE,POLYPODIALES,true,true,true,LC,,Golden Leather Fern,,6712014.645694944076240,,,,,,,0.002335012654220,0.005423133980227,0.009516075613680,0.014904838946105,0.002551316525738,0.005733564184186,0.010239490324626,0.016145196568453,,,,,0.005407838171431,0.009860095558501,0.015266955439521,0.021483858925331,0.002977360458300,0.006347040091804,0.010972766179189,0.016849767109054,,
20,Actitis hypoleucos,AVES,SCOLOPACIDAE,CHARADRIIFORMES,true,true,true,LC,,Common Sandpiper,Full Migrant,61235378.928798295557499,,,0.000098893579773,0.000256152418566,0.000483623545892,0.000857262871120,0.000282809587192,0.000597498988174,0.001059076723602,0.001635118051763,0.000247132873375,0.000545620371398,0.000956006503395,0.001469572082688,0.000313000117303,0.000661247162299,0.001129694022256,0.001726539598846,0.000168747614414,0.000435495583901,0.000854720476409,0.001441677079109,0.000272367822798,0.000585026859331,0.001017059535426,0.001568477433575,10.000000000000000,10.000000000000000
21,Aegiceras corniculatum,MAGNOLIOPSIDA,PRIMULACEAE,ERICALES,false,true,true,LC,,,,6533515.945759292691946,,,0.004877869335104,0.009960236942742,0.016732380110360,0.024578182413971,0.002398806287935,0.005571296527481,0.009776059233469,0.015312046091035,0.002621019682009,0.005890207829257,0.010519237971394,0.016586290861572,0.003376986372338,0.006829540988080,0.011563561163480,0.017499176417869,0.005555582830061,0.010129477963479,0.015684055775780,0.022070807961594,0.003058703333325,0.006520444184521,0.011272547263975,0.017310110597637,,
22,Aegithina nigrolutea,AVES,AEGITHINIDAE,PASSERIFORMES,false,false,true,LC,,Marshall's Iora,Not a Migrant,713974.817775404779240,,,,,,,,,,,,,,,0.026845037542798,0.056713093432574,0.096890310140073,0.148079881725140,,,,,,,,,,
23,Aegithina tiphia,AVES,AEGITHINIDAE,PASSERIFORMES,false,false,true,LC,,Common Iora,Not a Migrant,6355433.732058233581483,,,0.001108746008108,0.002623977728931,0.004875224876944,0.008498692381510,0.002724483908241,0.005756756548817,0.010204221166439,0.015754428396895,0.002380955347261,0.005256998784215,0.009211155995263,0.014159538726027,0.003015578723630,0.006371002958964,0.010884274183047,0.016634985025575,0.001626177451378,0.004196252261772,0.008235804457060,0.013891242356389,0.002623803009680,0.005636006570589,0.009798384671390,0.015111458100295,,
24,Aegypius monachus,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,false,false,true,NT,,Cinereous Vulture,Full Migrant,17737896.063263706862926,,,,,,,,,,,,,,,0.001040416839479,0.002232978715271,0.003849348729244,0.005902808647792,,,,,,,,,,40.000000000000000
25,Aerodramus unicolor,AVES,APODIDAE,CAPRIMULGIFORMES,false,false,true,LC,,Indian Swiftlet,Not a Migrant,248799.851492357527604,,,,,,,0.069605958896248,0.147058274878119,0.260663196121012,0.402440246215803,0.060818161697713,0.134282815865795,0.235288303406049,0.361688631477600,,,,,0.041533935233656,0.107186759751321,0.210367670009703,0.354831220793451,0.067035999969411,0.143988596455139,0.250321797506686,0.386038453841971,,10.000000000000000
26,Aeschynomene aspera,MAGNOLIOPSIDA,FABACEAE,FABALES,true,false,true,LC,,Sola Pith Plant,,15708105.347991211339831,,,0.000090982714297,0.000421181700829,0.000748564476421,0.001188581784843,0.001067048514089,0.002287301826535,0.004070588988564,0.006273087600304,0.000938173070933,0.002084973079864,0.003656759412312,0.005642493226709,,,,,0.000714006537348,0.001741086629754,0.003360622637625,0.005622718477354,0.001081539415172,0.002302489094443,0.003989394831202,0.006144679227514,,
27,Aethopyga vigorsii,AVES,NECTARINIIDAE,PASSERIFORMES,false,false,true,LC,,Sahyadri Sunbird,Not a Migrant,177775.837346736341715,,,0.007848357317354,0.044506078248970,0.101681356055155,0.199045980379489,,,,,,,,,,,,,,,,,,,,,,
28,Aethriamanta brevipennis,INSECTA,LIBELLULIDAE,ODONATA,true,false,true,LC,,,,2939814.550227652769536,,,,,,,,,,,,,,,,,,,,,,,0.005587739790497,0.011633416840403,0.018362598463870,0.025741682078420,,
29,Agriocnemis keralensis,INSECTA,COENAGRIONIDAE,ODONATA,true,false,true,LC,,,,66372.314555594479316,123.975398620372616,951.865823759494788,,,,,,,,,,,0.056596525399475,0.221208547292137,,,,,,,,,0.183424181598826,0.348249851082203,0.533776822445714,0.663269244584252,,
30,Agriocnemis pygmaea,INSECTA,COENAGRIONIDAE,ODONATA,true,false,true,LC,,Wandering Midget,Nomadic,12586876.422881035134196,,,0.000682081877190,0.001662762181827,0.003401224145061,0.005465316684907,0.001293644955245,0.002780805550097,0.004976260579835,0.007712037128137,0.001134383195090,0.002552535844482,0.004500257202449,0.006955885915237,0.001408063551538,0.002983249252937,0.005231328598732,0.008127879290136,0.000800691186433,0.002054328760349,0.004042531154064,0.006838561826861,0.001305083023547,0.002813238192367,0.004903728378082,0.007572653917483,,
31,Ahaetulla dispar,REPTILIA,COLUBRIDAE,SQUAMATA,false,false,true,NT,,Günther's Vine Snake,,7802.375283668426164,,,,,,,,,,,,,,,,,,,,,,,,,,0.000112488852732,,
32,Ahaetulla nasuta,REPTILIA,COLUBRIDAE,SQUAMATA,false,false,true,LC,,Long-nosed Tree Snake,,3499939.044298470020294,,,,0.002252150524569,0.007979408646428,0.016495774481771,0.003116204495418,0.007250291537126,0.013103174806572,0.020672410829969,0.006885116258654,0.013714790513276,0.022358557818127,0.032707900929099,0.003639528321285,0.008895159244793,0.016406054373772,0.026162653688573,0.000190534297740,0.003199382113944,0.008706431632760,0.016595282367782,0.010480602354512,0.022417172875760,0.038849128477518,0.057552651195176,,
33,Ahaetulla pulverulenta,REPTILIA,COLUBRIDAE,SQUAMATA,false,false,true,LC,,Brown Vine Snake,,124325.367296005613753,,,,,,,,,,,,,,,,,,,,,,,,,,0.006976108789924,,
34,Alauda gulgula,AVES,ALAUDIDAE,PASSERIFORMES,true,true,true,LC,,Oriental Skylark,Full Migrant,11897096.494858713820577,,,0.000592292563422,0.001401717332528,0.002604176113476,0.004539831529359,0.001455915385429,0.003075748576568,0.005451249595691,0.008416253682208,0.001272185306284,0.002808563512096,0.004921140766423,0.007564609124894,0.001610907661553,0.003403272439684,0.005814301439110,0.008886342113531,0.000868612900667,0.002241660221811,0.004399483403604,0.007420543219755,0.001401920461563,0.003011173474855,0.005234511588038,0.008072748351706,,10.000000000000000
35,Alaudala raytal,AVES,ALAUDIDAE,PASSERIFORMES,true,true,true,LC,,Sand Lark,Not a Migrant,1260020.694487059954554,,,0.007091958284424,0.018479118689383,0.033473192323786,0.050287529562891,,,,,,,,,0.015632685938644,0.032591118723646,0.055376273218120,0.084343070443159,,,,,,,,,,10.000000000000000
36,Alcedo atthis,AVES,ALCEDINIDAE,CORACIIFORMES,true,true,true,LC,,Common Kingfisher,Full Migrant,28199304.404184106737375,,,,,0.000360869269547,0.001158945795461,0.000508367675644,0.001102616514360,0.001995264255863,0.003214173146338,0.000657702440191,0.001363063943330,0.002311124883209,0.003404143326990,0.000516554830150,0.001214861430675,0.002208057342934,0.003511434151064,0.000099454354195,0.000498119091056,0.001228385304978,0.002353483133323,0.000823536478594,0.001608318283553,0.002653249412195,0.003964198198243,,
37,Alcedo meninting,AVES,ALCEDINIDAE,CORACIIFORMES,true,true,true,LC,,Blue-eared Kingfisher,Not a Migrant,3654936.885235760360956,,,,,,,0.001072671547810,0.003939340837086,0.008869049837792,0.015055070966258,0.004140502455195,0.009141408249435,0.016017081096603,0.024621438392026,,,,,,,,,0.004563292708119,0.009801630654511,0.017039973055772,0.026278513966740,,
38,Alcippe poioicephala,AVES,ALCIPPEIDAE,PASSERIFORMES,false,false,true,LC,,Brown-cheeked Fulvetta,Not a Migrant,2024000.731778739485890,,,,,,,,0.000456592348759,0.005122930677386,0.013308709584566,0.007475596385747,0.016506178793857,0.028922256342822,0.042796286197509,0.009473303101941,0.020011031006361,0.034186715518778,0.052247459267621,,,,,0.008239865090650,0.017699240376600,0.030769738195931,0.047452486905830,,
39,Alexandrinus krameri,AVES,PSITTACIDAE,PSITTACIFORMES,true,false,true,LC,,Rose-ringed Parakeet,Not a Migrant,8372740.844684831798077,,,0.000841607534609,0.001991745197057,0.003700462381501,0.006450900742453,0.002068210410727,0.004369849835394,0.007745947284594,0.011959004533340,0.001807192457259,0.003990267905580,0.006991813746714,0.010747822731920,0.002289176405115,0.004836136851734,0.008262197864440,0.012627323421580,0.001234115307627,0.003185058701392,0.006250955414955,0.010543750372189,0.001991890179702,0.004278707562038,0.007438165743043,0.011470986239704,10.000000000000000,10.000000000000000
40,Alisma plantago-aquatica,LILIOPSIDA,ALISMATACEAE,ALISMATALES,true,false,false,LC,,Common Water-plantain,,52086698.655889719724655,,,0.000202578716484,0.000495857050717,0.000955364801382,0.001542512841306,0.000321796368425,0.000689795648045,0.001227592500787,0.001891813522945,0.000282930610178,0.000628778126304,0.001102791375978,0.001701641308005,0.000396817206736,0.000816644609020,0.001375275675824,0.002082623818954,0.000215327333028,0.000525070179257,0.001013483591567,0.001695677715493,0.000326166478390,0.000694375765626,0.001203106280497,0.001853088621974,,
41,Alocasia fornicata,LILIOPSIDA,ARACEAE,ALISMATALES,true,false,true,LC,,,,707508.718157924828120,,,,,,,0.023690606264716,0.050782664766886,0.090375198240974,0.139275062418042,0.020829314260941,0.046290562852011,0.081187355868077,0.125274608998789,,,,,0.015852369900151,0.038655597448126,0.074612528541121,0.124835570103401,0.024012333184757,0.051119852420018,0.088572525927887,0.136424140308406,,
42,Alsophila nilgirensis,POLYPODIOPSIDA,CYATHEACEAE,CYATHEALES,true,false,false,LC,,,,585866.320078956545331,,,,,,,0.023353963109096,0.043913879580152,0.071583677597359,0.109681321342476,0.025154068305003,0.055901791353737,0.091632370501961,0.126176715613168,,,,,0.019143769702121,0.046656623270321,0.085777789024597,0.135526132297185,0.028997971873923,0.061733777857780,0.106959541748578,0.161107813579781,,
43,Alternanthera sessilis,MAGNOLIOPSIDA,AMARANTHACEAE,CARYOPHYLLALES,true,false,true,LC,,Sessile Joyweed,,29517682.194178193807602,,,0.000357469007565,0.000874985935793,0.001685830147118,0.002721907533573,0.000567839654905,0.001217208648616,0.002166201270144,0.003338281110100,0.000499257405643,0.001109537550096,0.001945978065045,0.003002704529692,0.000700220909377,0.001441045451305,0.002426801983441,0.003674983643967,0.000379965128496,0.000926535221168,0.001788386163906,0.002992181215427,0.000575551120842,0.001225290692548,0.002122993054502,0.003269947416618,,
44,Amaurornis phoenicurus,AVES,RALLIDAE,GRUIFORMES,true,true,true,LC,,White-breasted Waterhen,Full Migrant,10028544.057792197912931,,,0.000603854936084,0.001564094481116,0.002953057883672,0.005234540173740,0.001727186491776,0.003648832512325,0.006466954017297,0.009984246285982,0.001509238594673,0.003331995749507,0.005838022872200,0.008973929309017,0.001911212702197,0.004037646972049,0.006898034363494,0.010542438260393,0.001030444284239,0.002659331495285,0.005219204403913,0.008803002792856,0.001663107500044,0.003572237526024,0.006210275956914,0.009577293516659,10.000000000000000,10.000000000000000
45,Ambassis interrupta,ACTINOPTERYGII,AMBASSIDAE,PERCIFORMES,true,true,false,LC,,Long-spined Glassfish,Unknown,751514.850057472009212,,,,,,,0.022303365653589,0.047809006191441,0.085083136686517,0.131119592557811,0.019609621120295,0.043579946326764,0.076433302892210,0.117938957730997,,,,,0.014924109459035,0.036392058241719,0.070243474790231,0.117525627249314,0.022606253332229,0.048126449220725,0.083386022642945,0.128435610594803,,
46,Ambassis nalua,ACTINOPTERYGII,AMBASSIDAE,PERCIFORMES,true,true,false,LC,,Scalloped Perchlet,Unknown,1901597.444265581900254,,,,,,,0.008814331627064,0.018894208249861,0.033625014012407,0.051818707075901,0.007749758772732,0.017222875918367,0.030206583594048,0.046609695654790,,,,,0.005898035841481,0.014382209165921,0.027760352004934,0.046446346678957,0.008934033401529,0.019019662325998,0.032954311382977,0.050757992407521,,
47,Ambassis urotaenia,ACTINOPTERYGII,AMBASSIDAE,PERCIFORMES,true,true,false,LC,,Bleeker's Glass Perchlet,,6667839.170219974592328,,,0.005685319947942,0.012059783813952,0.020731823085636,0.031840257625841,0.004915273477560,0.010757508485641,0.018924707872462,0.029478839777831,0.004683197700946,0.010550183694933,0.018194547156496,0.027132967523421,0.005311382606200,0.011423287307761,0.019285114777164,0.029244718410831,0.006775919673416,0.012995734862397,0.021005295223891,0.030813849542257,0.004681737135944,0.009739211526513,0.016808941939199,0.025090283064482,,
48,Amblypharyngodon microlepis,ACTINOPTERYGII,DANIONIDAE,CYPRINIFORMES,true,false,false,LC,,Indian Carplet,,1601723.053478209068999,,,,,,,0.010464549682503,0.022431579526711,0.039920284921847,0.061520198931253,0.009200667619077,0.020447340578083,0.035861856365318,0.055335957010794,,,,,0.007002265393799,0.017074844581130,0.032957641654727,0.055142025952973,0.010606662016031,0.022580521132895,0.039124013447373,0.060260897429051,,
49,Ammannia octandra,MAGNOLIOPSIDA,LYTHRACEAE,MYRTALES,true,false,true,LC,,,,355106.307463513338007,,,,,,,0.038530153191918,0.072450594341126,0.118101157006320,0.180955930001093,0.041500027240099,0.092228654061856,0.151178164334948,0.208170585828107,,,,,0.031584034617502,0.076975665056307,0.141519079059200,0.223595567678403,0.047841828529825,0.100189062673607,0.162687245520553,0.235701828182688,,
50,Ammomanes phoenicura,AVES,ALAUDIDAE,PASSERIFORMES,false,false,true,LC,,Rufous-tailed Lark,Not a Migrant,1826003.285635851556435,,,0.003385159249339,0.008564219398327,0.016227406360773,0.028782311949224,,,0.004175518838768,0.011381376115493,,,,,,,,,0.005510758685094,0.013994111188725,0.027173598090352,0.046273863180234,,,,,,10.000000000000000
51,Amphiallagma parvum,INSECTA,COENAGRIONIDAE,ODONATA,true,false,true,LC,,,,3474194.322266764473170,,,0.000411366184055,0.001904316774933,0.003384534244391,0.005374013701925,0.004824517259529,0.010341729541029,0.018404624131393,0.028362927269555,0.004241824165797,0.009426927151521,0.016533549005220,0.025511779079945,,,,,0.003228285141086,0.007872090523223,0.015194606153235,0.025422370193370,0.004890035932257,0.010410396743298,0.018037515599404,0.027782345972064,,
52,Amphiesma stolatum,REPTILIA,NATRICIDAE,SQUAMATA,true,false,true,LC,,Buff Striped Keelback,,6858954.750390721485019,,,0.000154609846730,0.001162252656070,0.003061811656885,0.006320337271186,0.001483576369483,0.003934972408528,0.007535012697225,0.012280828422813,0.001177042148201,0.003458924422370,0.006748922253259,0.010791819599558,0.002795531189393,0.005905157614940,0.010088270719327,0.015417771669343,0.001175644227543,0.003387265217306,0.006781261523401,0.011487351445466,0.002356747160293,0.005040357577827,0.008747866460017,0.013472703663835,,
53,Anabas testudineus,ACTINOPTERYGII,ANABANTIDAE,PERCIFORMES,true,false,false,LC,,Climbing Perch,Full Migrant,7739036.335182946175337,,,0.001363432874919,0.003337309150456,0.006429973495509,0.010381706204515,0.002165813642008,0.004642590691883,0.008262170881671,0.012732634479926,0.001904232102629,0.004231919242625,0.007422211189230,0.011452702144262,0.002670732811365,0.005496333111347,0.009256135595302,0.014016861347227,0.001450698103897,0.003535386893764,0.006824052826464,0.011415482329926,0.002195226167151,0.004673416649265,0.008097369177395,0.012472000964331,,
54,Anaciaeschna jaspidea,INSECTA,AESHNIDAE,ODONATA,true,false,true,LC,,,,4886825.177433621138334,,,,,,,0.003332009760026,0.007162453033262,0.012817233007573,0.019863705939141,0.002921803128692,0.006574504319867,0.011591202717865,0.017916105702133,,,,,0.002062320760535,0.005291284484227,0.010412248898696,0.017613916909165,,0.000247562236915,0.001583848136256,0.004019028060920,,
55,Anaphalis beddomei,MAGNOLIOPSIDA,ASTERACEAE,ASTERALES,true,false,true,VU,"B1ab(ii,iii)",,,121997.637342496367637,289.721091755508553,511.896388337424924,,,,,0.137390451453395,0.294507162896895,0.524118680112069,0.807706796862939,0.120796777330157,0.268455828323053,0.470835036908091,0.726513069934629,,,,,0.091933664881835,0.224177884063218,0.432705219351505,0.723966923526684,0.139256263003142,0.296462636867073,0.513664327017421,0.791173261531475,,
56,Anaphalis leptophylla,MAGNOLIOPSIDA,ASTERACEAE,ASTERALES,true,false,true,VU,"B2ab(ii,iii)",,,59757.134517859114567,222.469842114962233,370.074478944527357,,,,,0.280490532318344,0.601253362360022,1.070018520409986,1.648980020173237,0.246613589352455,0.548068059997878,0.961236889022639,1.483218342806909,,,,,,,0.016534066244462,0.054663407207513,0.284299694230675,0.605245575276041,1.048675355484464,1.613686250669787,,
57,Anaphalis wightiana,MAGNOLIOPSIDA,ASTERACEAE,ASTERALES,true,false,true,VU,"B2ab(ii,iii)",,,67080.807450940381386,307.583050731290314,512.408888359477828,,,,,,,,,,,,0.000418401284560,,,,,,,,,0.253260742037930,0.538228913873130,0.879819864904676,1.216281646778482,,
58,Anas acuta,AVES,ANATIDAE,ANSERIFORMES,true,true,true,LC,,Northern Pintail,Full Migrant,52938862.922230802476406,,,,0.000072806299327,0.000345197779762,0.000781202901370,,,0.000134232747639,0.000472007301490,,,,0.000179528857017,0.000102336081425,0.000369842867931,0.000757997723237,0.001256557771379,0.000880838479135,0.001753992952521,0.002837370630006,0.003993425433114,0.000242466640300,0.000562483435795,0.000987259900752,0.001517481312495,15.000000000000000,10.000000000000000
59,Anas crecca,AVES,ANATIDAE,ANSERIFORMES,true,false,true,LC,,Common Teal,Full Migrant,39458488.857729591429234,,,0.000153472319491,0.000397521314706,0.000750532316429,0.001330351970952,0.000438890406837,0.000927254894983,0.001643574458077,0.002537529346888,0.000383523940829,0.000846744798479,0.001483620437245,0.002280619604899,0.000485727898045,0.001026170281255,0.001753149996086,0.002679390865530,0.000261878355205,0.000675842838696,0.001326435293751,0.002237329528364,0.000422685900090,0.000907899477602,0.001578368250222,0.002434110192439,15.000000000000000,10.000000000000000
60,Anas platyrhynchos,AVES,ANATIDAE,ANSERIFORMES,true,false,true,LC,,Mallard,Full Migrant,48508183.277505233883858,,,0.000184216633134,0.000483892348224,0.000972535817990,0.001592996899774,,,,,,,,,0.000406065666909,0.000846568172082,0.001438422252172,0.002190847131656,,,,,,,,,15.000000000000000,10.000000000000000
61,Anas poecilorhyncha,AVES,ANATIDAE,ANSERIFORMES,true,false,true,LC,,Indian Spot-billed Duck,Full Migrant,5260967.005060113966465,,,0.001151078466223,0.002981503286247,0.005629168756073,0.009978168786108,0.003291781191502,0.006954629617560,0.012327194681520,0.019032066423670,0.001764624462310,0.004255727635031,0.007779918516029,0.012296430466134,0.003643185895171,0.007696630773403,0.013149149473837,0.020096173663363,0.001963996671480,0.005068827584569,0.009948423887766,0.016780344701275,,,,,15.000000000000000,10.000000000000000
62,Anastomus oscitans,AVES,CICONIIDAE,CICONIIFORMES,true,false,true,LC,,Asian Openbill,Not a Migrant,3412362.680427222512662,,,0.002065009625335,0.004887025079802,0.009027364559080,0.015753802502272,0.004766776500644,0.008626305073397,0.013273087144736,0.018871721498905,0.004434332166748,0.009790736734116,0.017155179688574,0.026371193869356,0.005615984380033,0.011865594931058,0.020271946677312,0.030982433359775,0.003028293849683,0.007815604034013,0.015338659920300,0.025871687428546,0.004887682933791,0.010498397963415,0.018251291517807,0.028146571446561,15.000000000000000,20.000000000000000
