Species
Abrothrix olivaceus
Akodon orophilus
Akodon lutescens
Abrothrix sanborni
Akodon sanctipaulensis
Akodon serrensis
Akodon siberiae
Akodon simulator
Akodon subfuscus
Akodon surdus
Akodon sylvanus
Akodon toba
Akodon torques
Necromys urichi
Akodon varius
Alasmidonta atropurpurea
Alasmidonta heterodon
Alasmidonta raveneliana
Alasmidonta marginata
Alasmidonta mccordi
Alasmidonta varicosa
Alburnus albidus
Alburnus alburnus
Alburnus heckeli
Alcelaphus buselaphus
Algyroides marchi
Alionycteris paucidentata
Allactaga tetradactyla
Allactaga balikunica
Allactaga bullata
Scarturus euphratica
Allactaga firouzi
Allactaga hotsoni
Allactaga major
Allactaga severtzovi
Allactaga sibirica
Scarturus vinogradovi
Allactodipus bobrinskii
Allenopithecus nigroviridis
Alligator sinensis
Allocebus trichotis
Haplochromis welcommei
Allocricetulus eversmanni
Allognathus graellsianus
Allotoca maculata
Vulpes lagopus
Alosa alosa
Alosa fallax
Alosa macedonica
Alosa maeotica
Alosa immaculata
Alosa alabamae
Alouatta pigra
Alouatta ululata
Alouatta palliata ssp. aequatorialis
Alouatta juara
Alouatta palliata ssp. mexicana
Alsodes barrioi
Alsodes montanus
Alsodes vanzolinii
Alsophis antiguae
Hypsirhynchus ater
Alsophis rijgersmaei
Alsophis rufiventris
Alticola albicaudus
Alticola argentatus
Alticola barakshin
Alticola lemminus
Alticola macrotis
Alticola montosa
Alticola roylei
Alticola semicanus
Alticola stoliczkanus
Alticola strelzowi
Alticola tuvinicus
Alytes muletensis
Alytes dickhilleni
Alzoniella hartwigschuetti
Amanipodagrion gilliesi
Ambassis agassizii
Ambassis elongata
Ambloplites cavifrons
Troglichthys rosae
Amblyopsis spelaea
Amblyrhynchus cristatus
Neamblysomus gunningi
Neamblysomus julianae
Ambystoma lermaense
Ambystoma mexicanum
Ambystoma californiense
Ambystoma cingulatum
Ameca splendens
Pholidoscelis polops
Pholidoscelis cineraceus
Pholidoscelis major
Ametrida centurio
Ammodillus imbellis
Ammodorcas clarkei
Ammospermophilus nelsoni
Ammotragus lervia
Amorphochilus schnablii
Amphidromus cognatus
Amphorella melampoides
Anabarilius polylepis
Anaecypris hispanica
Gogo brevibarbis
Ancharius fuscus
Ancylus ashangiensis
Andalgalomys olrogi
Andalgalomys pearsoni
Andinomys edax
Andrias davidianus
Andrias japonicus
Fluvidona anodonta
Austropyrgus grampianensis
Fluvidona petterdi
Anhydrophryne rattrayi
Anisomys imitator
Anisotremus moricandi
Anodontoides radiatus
Anolis roosevelti
Anomalopus mackayi
Anomalurus derbianus
Anomalurus pelii
Anomalurus pusillus
Anomochilus leonardi
Anonymomys mindorensis
Anotomys leander
Anoura cultrata
Anoura latidens
Anoura luismanueli
Antechinomys laniger
Antechinus godmani
Antechinus leo
Murexia naso
Murexia habbema
Antechinus agilis
Murexia melanurus
Choranthias salmopunctatus
Anthicus sacramento
Anthops ornatus
Antidorcas marsupialis
Antilocapra americana
Antilocapra americana ssp. peninsularis
Antilope cervicapra
Antipodochlora braueri
Antiponemertes allisonae
Bauerus dubiaquercus
Antrozous pallidus
Aonyx capensis
Aonyx congicus
Aotus miconax
Aotus griseimembra
Aotus lemurinus
Anatolichthys anatoliae
Apricaphanius iberus
Aphanius fasciatus
Anatolichthys sureyanus
Anatolichthys transgrediens
Aplochiton marinus
Aplodontia rufa
Apodemus agrarius
Apodemus chevrieri
Apodemus draco
Apodemus flavicollis
Apodemus gurkha
Apodemus hyrcanicus
Apodemus latronum
Apodemus mystacinus
Apodemus peninsulae
Apodemus ponticus
Apodemus rusiges
Apodemus semotus
Apodemus speciosus
Apodemus sylvaticus
Apodemus uralensis
Apodemus pallipes
Apodemus alpicola
Apomys datae
Apomys hylocetes
Apomys insignis
Apomys littoralis
Apomys microdon
Apomys musculus
Apomys sacobianus
Apomys gracilirostris
Aprasia aurita
Aprasia pseudopulchella
Aproteles bulmerae
Apteromantis aptera
Arborimus albipes
Arborimus pomo
Archachatina bicarinata
Archboldomys luzonensis
Arctocebus aureus
Arctocebus calabarensis
Arctocephalus australis
Arctocephalus galapagoensis
Arctocephalus gazella
Arctocephalus philippii
Arctocephalus pusillus
Arctocephalus townsendi
Arctocephalus tropicalis
Ardops nichollsi
Heraultiella exilis
Argonemertes hillii
Argonemertes stocki
Arion obesoductus
Arion simrothi
Ariteus flavescens
Neoarius taylori
Arius madagascariensis
Arcidens wheeleri
Arthroleptides dutoiti
Artibeus amplus
Dermanura anderseni
Dermanura azteca
Dermanura cinerea
Artibeus concolor
Artibeus fimbriatus
Artibeus fraterculus
Dermanura gnoma
Enchisthenes hartii
Artibeus hirsutus
Artibeus inopinatus
Artibeus lituratus
Artibeus obscurus
Artibeus planirostris
Dermanura tolteca
Arvicanthis abyssinicus
Arvicanthis blicki
Arvicanthis nairobae
Arvicanthis niloticus
Arvicanthis neumanni
Arvicola amphibius
Arvicola sapidus
Asellia patrizii
Aselliscus tricuspidatus
Nilssonia nigricans
Nilssonia leithii
Aspidites ramsayi
Leuciscus aspius
Astacoides madagascarensis
Astacoides crosnieri
Astacoides petiti
Astacoides granulimanus
Astacoides caldwelli
Astacoides betsileoensis
Astacopsis gouldi
Astacus astacus
Haplochromis barbarae
Haplochromis brownae
Haplochromis martini
Haplochromis megalops
Ataeniobius toweri
Atelerix frontalis
Atelerix sclateri
Ateles belzebuth
Ateles geoffroyi
Ateles geoffroyi ssp. frontatus
Ateles marginatus
Ateles paniscus
Ateles geoffroyi ssp. azuerensis
Ateles geoffroyi ssp. grisescens
Ateles geoffroyi ssp. ornatus
Chaltenobatrachus grandisonae
Atelognathus nitoi
Atelognathus reverberii
Atelognathus solitarius
Atenia quadrasi
Atherina boyeri
Atherurus africanus
Atherurus macrourus
Atlantoxerus getulus
Pachliopta atropos
Atrophaneura luchti
Pachliopta schadenbergi
Auliscomys boliviensis
Loxodontomys micropus
Auliscomys pictus
Auliscomys sublimis
Austrelaps labialis
Austroassiminea letha
Austrocordulia leonardi
Austrogammarus australis
Austroglanis barnardi
Austroglanis gilli
Austroglanis sclateri
Austropotamobius pallipes
Austropotamobius torrentium
Avahi laniger
Avahi occidentalis
Avenionia brevis
Axis calamianensis
Axis kuhlii
Babyrousa babyrussa
Baetica ustulata
Baiomys musculus
Baiomys taylori
Balaena mysticetus
Balaenoptera acutorostrata
Balaenoptera borealis
Balaenoptera edeni
Balaenoptera musculus
Balaenoptera physalus
Balaenoptera bonaerensis
Balantiopteryx infusca
Balantiopteryx io
Balantiopteryx plicata
Balistes vetula
Bandicota bengalensis
Bandicota indica
Bandicota savilei
Barbastella barbastellus
Pseudobarbus capensis
Barbus barbus
Pseudobarbus calidus
Pseudobarbus erubescens
Enteromius hospes
Barbus meridionalis
Barbus plebejus
Pseudobarbus serra
Enteromius treurensis
Pseudobarbus trevelyani
Enteromius brevipinnis
Luciobarbus comizo
Barbus euboicus
Luciobarbus guiraonis
Barbus haasi
Luciobarbus microcephalus
Enteromius motebensis
Barbus prespensis
Luciobarbus bocagei
Barbus cyclolepis
Luciobarbus graellsii
Barbus peloponnesius
Luciobarbus sclateri
Luciobarbus steindachneri
Barbus tyberinus
Barbus caninus
Barkudia insularis
Baronia brevicornis
Bassariscus sumichrasti
Bathyergus janetta
Bathyergus suillus
Bathygobius burtoni
Bathyraja abyssicola
Batomys dentatus
Batomys salomonseni
Batrachoides manglae
Telmatobius macrostomus
Batrachoseps simatus
Batrachoseps stebbinsi
Batrachoseps campi
Batrachoseps relictus
Afghanodon mustersi
Paradactylodon persicus
Paradactylodon gorganensis
Bdeogale jacksoni
Beamys hindei
Beddomeia angulata
Beddomeia camensis
Beddomeia franklandensis
Beddomeia gibba
Beddomeia hallae
Beddomeia inflata
Beddomeia lodderae
Beddomeia mesibovi
Beddomeia minima
Beddomeia topsiae
Beddomeia trochiformis
Beddomeia tumida
Beddomeia waterhouseae
Bedotia geayi
Bedotia longianalis
Bedotia madagascariensis
Bedotia tricolor
Alzoniella pyrenaica
Belgrandiella austriana
Belgrandiella fuchsi
Belgrandiella parreyssii
Belgrandiella styriaca
Belgrandiella ganslmayri
Belgrandiella mimula
Belgrandiella pelerei
Belgrandiella wawrai
Bellamya ecclesi
Bellamya jeffreysi
Bellamya leopoldvillensis
Bellamya liberiana
Bellamya phthinotropis
Bellamya robertsoni
Bellamya rubicunda
Bellamya trochlearis
Belomys pearsonii
Belontia signata
Benthophiloides brauneri
Berardius arnuxii
Berardius bairdii
Berylmys berdmorei
Berylmys bowersi
Berylmys mackenziei
Berylmys manipulus
Betta burdigala
Betta chloropharynx
Betta hipposideros
Betta livida
Betta spilotogena
Betta simplex
Betta tomi
Betta persephone
Betta miniopinna
Betta chini
Bettongia gaimardi
Bettongia lesueur
Bettongia penicillata
Bettongia tropica
Bhutanitis ludlowi
Bhutanitis mansfieldi
Bhutanitis thaidina
Bibimys chacoensis
Bibimys labiosus
Bibimys torresi
Bidyanus bidyanus
Tetrix transsylvanica
Biomphalaria angulosa
Biomphalaria salinarum
Biomphalaria tchadiensis
Bison bonasus
Bison bison
Biswamoyopterus biswasi
Bitis inornata
Bitis schneideri
Microtus afghanus
Microtus bucharensis
Blarinella wardi
Blarinomys breviceps
Blastocerus dichotomus
Boettgeria obesiuscula
Bofilliella subarcuata
Necromys amoenus
Necromys lactens
Necromys lasiurus
Necromys obscurus
Necromys punctulatus
Necromys temchuki
Bombina bombina
Ischnura ezoin
Boninthemis insularis
Bostrychus expatria
Bos javanicus
Bos sauveli
Bos gaurus
Bos mutus
Boselaphus tragocamelus
Bostrychus aruensis
Bostrychus zonatus
Bothrops insularis
Ambastaia sidthimunki
Brachiones przewalskii
Brachionichthys hirsutus
Brachylagus idahoensis
Brachylophus vitiensis
Brachyphylla cavernarum
Brachyphylla nana
Brachytarsomys albicauda
Brachyteles arachnoides
Brachyteles hypoxanthus
Brachyuromys betsileoensis
Brachyuromys ramirohitra
Bradypodion nemorale
Bradypodion setaroi
Bradypodion thamnobates
Bradypodion taeniabronchum
Bradypus torquatus
Bradypus tridactylus
Bradypus variegatus
Breviceps gibbosus
Breviceps macrops
Brookesia perarmata
Bubalus depressicornis
Bubalus mindorensis
Bubalus quarlesi
Bubalus arnee
Budorcas taxicolor
Anaxyrus exsul
Anaxyrus houstonensis
Anaxyrus retiformis
Vandijkophrynus amatolicus
Rhinella atacamensis
Anaxyrus canorus
Anaxyrus nelsoni
Bulinus browni
Bulinus camerunensis
Bulinus canescens
Bulinus cernicus
Bulinus nyassanus
Bulinus succinoides
Bullimus bagobus
Bullimus luzonicus
Bunolagus monticularis
Bunomys andrewsi
Bunomys chrysocomus
Bunomys coelestis
Bunomys fratrorum
Bunomys penitus
Bunomys prolatus
Buprestis splendens
Burramys parvus
Butis butis
Bythinella carinulata
Bythinella pupoides
Bythinella reyniesii
Bythinella badensis
Bythinella bavarica
Bythinella cylindrica
Bythinella padiraci
Bythiospeum articense
Bythiospeum bressanum
Bythiospeum diaphanum
Bythiospeum garnieri
Bythiospeum acicula
Bythiospeum alpinum
Bythiospeum cisterciensorum
Bythiospeum elseri
Bythiospeum geyeri
Bythiospeum noricum
Bythiospeum quenstedti
Bythiospeum reisalpense
Bythiospeum pfeifferi
Bythiospeum tschapecki
Cabassous centralis
Cabassous chacoensis
Cabassous tatouay
Cabassous unicinctus
Cacajao calvus
Cacajao calvus ssp. calvus
Cacajao calvus ssp. ucayalii
Cacajao calvus ssp. novaesi
Cacajao calvus ssp. rubicundus
Cacosternum capense
Caecobarbus geertsii
Caecocypris basimi
Cairnsichthys rhombosomoides
Calamaria pfefferi
Calcochloris obtusirostris
Plecturocebus dubius
Plecturocebus oenanthe
Plecturocebus olallae
Callicebus personatus
Callimico goeldii
Callithrix aurita
Callithrix flaviceps
Callithrix geoffroyi
Callithrix kuhlii
Callopistes maculatus
Callorhinus ursinus
Callosciurus adamsi
Callosciurus albescens
Callosciurus baluensis
Callosciurus caniceps
Callosciurus erythraeus
Callosciurus finlaysonii
Callosciurus inornatus
Callosciurus melanogaster
Callosciurus nigrovittatus
Callosciurus notatus
Callosciurus orestes
Callosciurus phayrei
Callosciurus prevostii
Callosciurus pygerythrus
Callosciurus quinquestriatus
Calomys boliviae
Calomys callidus
Calomys callosus
Calomys hummelincki
Calomys laucha
Calomys lepidus
Calomys musculinus
Calomys sorellus
Calomys tener
Calomyscus bailwardi
Calomyscus baluchi
Calomyscus hotsoni
Calomyscus mystax
Calomyscus tsolovi
Calomyscus urartensis
Calotes liocephalus
Caluromys lanatus
Caluromys philander
Caluromys derbianus
Caluromysiops irrupta
Cambarellus blacki
Cambarellus diminutus
Cambarellus lesliei
Cambarus batchi
Cambarus bouchardi
Cambarus catagius
Cambarus extraneus
Cambarus obeyensis
Cambarus zophonastes
Cambarus deweesae
Cambarus pristinus
Cambarus pyronotus
Cambarus subterraneus
Cambarus tartarus
Cambarus williami
Cambarus truncatus
Cambarus unestami
Cambarus veteranus
Cambarus aculabrum
Cambarus chaugaensis
Cambarus coosawattae
Cambarus cryptodytes
Cambarus cymatilis
Cambarus elkensis
Cambarus fasciatus
Cambarus georgiae
Cambarus harti
Cambarus hiwasseensis
Cambarus howardi
Cambarus miltus
Cambarus nerterius
Cambarus parrishi
Cambarus reburrus
Cambarus scotti
Cambarus speciosus
Cambarus spicatus
Cambarus strigosus
Culmenella rezvoji
Canariella leprosa
Canariella pthonera
Xeroplexa setubalensis
Canis latrans
Canis lupus
Canis rufus
Canis simensis
Canis adustus
Canis mesomelas
Cannomys badius
Cansumys canus
Canthigaster rapaensis
Caperea marginata
Capoeta antalyensis
Capoeta pestai
Capra aegagrus
Capra falconeri
Capra caucasica
Capra cylindricornis
Capra nubiana
Capra walie
Capra pyrenaica
Capricornis swinhoei
Capricornis crispus
Capricornis rubidus
Caprolagus hispidus
Capromys pilorides
Caracal caracal
Carcharhinus limbatus
Carcharhinus obscurus
Carcharhinus plumbeus
Carcharias taurus
Carcharodon carcharias
Cardiocranius paradoxus
Cardioderma cor
Caretta caretta
Carettochelys insculpta
Carollia brevicauda
Carollia perspicillata
Carollia subrufa
Carpomys phaeurus
Carpomys melanurus
Carterodon sulcidens
Casarea dussumieri
Caseolus calculus
Caseolus abjectus
Caseolus consors
Caseolus hartungi
Caseolus leptostictus
Caseolus subcalliferus
Casinycteris argynnis
Castor canadensis
Castor fiber
Catagonus wagneri
Catopuma badia
Catopuma temminckii
Catostomus bernardini
Catostomus cahita
Catostomus leopoldi
Catostomus microps
Catostomus santaanae
Catostomus warnerensis
Catostomus wigginsi
Catostomus snyderi
Calyptocephalella gayi
Cavia fulgida
Cavia magna
Cavia tschudii
Sapajus xanthosternos
Cebus cuscinus
Cebus yuracus
Sapajus apella ssp. margaritae
Cebus aequatorialis
Cebus cesarae
Cebus malitiosus
Cebus trinitatis
Cebus capucinus ssp. curtus
Cecilioides connollyi
Chrotomys silaceus
Celestus duquesneyi
Celestus fowleri
Celestus microblepharis
Celestus occiduus
Centronycteris maximiliani
Centropyge resplendens
Centurio senex
Cephalaeschna acutifrons
Cephalophus adersi
Cephalophus callipygus
Cephalophus dorsalis
Cephalophus jentinki
Cephalophus leucogaster
Philantomba maxwellii
Philantomba monticola
Cephalophus natalensis
Cephalophus niger
Cephalophus nigrifrons
Cephalophus ogilbyi
Cephalophus rufilatus
Cephalophus silvicultor
Cephalophus spadix
Cephalophus weynsi
Cephalophus zebra
Cephalophus harveyi
Cephalorhynchus commersonii
Cephalorhynchus eutropia
Cephalorhynchus heavisidii
Cephalorhynchus hectori
Ceratophora tennentii
Ceratotherium simum ssp. cottoni
Ceratotherium simum
Cercartetus caudatus
Cercocebus galeritus
Cercocebus torquatus
Cercocebus sanjei
Cercocebus lunulatus
Cercocebus chrysogaster
Cercopithecus ascanius
Cercopithecus cephus
Chlorocebus dryas
Cercopithecus erythrogaster
Cercopithecus erythrotis
Cercopithecus hamlyni
Allochrocebus lhoesti
Cercopithecus mitis
Cercopithecus mona
Cercopithecus neglectus
Cercopithecus nictitans
Cercopithecus petaurista
Allochrocebus preussi
Cercopithecus sclateri
Allochrocebus solatus
Cercopithecus roloway
Chlorocebus aethiops
Cercopithecus erythrotis ssp. erythrotis
Cercopithecus mitis ssp. kandti
Allochrocebus preussi ssp. insularis
Cercopithecus pogonias ssp. pogonias
Chlorocebus djamdjamensis
Cercopithecus diana
Cerdocyon thous
Cervus albirostris
Rucervus duvaucelii
Cervus hanglu
Rucervus eldii
Rusa alfredi
Rusa marianna
Cetorhinus maximus
Chaerephon aloysiisabaudiae
Chaerephon ansorgei
Chaerephon bemmeleni
Chaerephon bivittatus
Chaerephon bregullae
Chaerephon chapini
Chaerephon gallagheri
Chaerephon jobensis
Chaerephon johorensis
Chaerephon major
Chaerephon nigeriae
Chaerephon plicatus
Mops pusillus
Chaerephon russatus
Chaerephon solomonis
Chaerephon tomensis
Chaetodipus artus
Chaetodipus baileyi
Chaetodipus californicus
Chaetodipus fallax
Chaetodipus formosus
Chaetodipus goldmani
Chaetodipus hispidus
Chaetodipus intermedius
Chaetodipus nelsoni
Chaetodipus penicillatus
Chaetodipus pernix
Chaetodipus spinatus
Chaetodon flavocoronatus
Chaetodon litus
Chaetodon marleyi
Prognathodes obliquus
Chaetodon robustus
Chaetomys subspinosus
Chaetophractus villosus
Alburnus tarichi
Megachile pluto
Chalinolobus dwyeri
Chalinolobus gouldii
Chalinolobus morio
Chalinolobus neocaledonicus
Chalinolobus nigrogriseus
Chalinolobus picatus
Chalinolobus tuberculatus
Characodon lateralis
Charaxes xiphares ssp. desmondi
Charina umbratica
Chasmistes brevirostris
Chasmistes cujus
Cheiromeles parvidens
Cheiromeles torquatus
Laubuka caeruleostigmata
Chelemys macronyx
Chelemys megalonyx
Chelodina parkeri
Chelodina pritchardi
Chelonia mydas
Cherax quadricarinatus
Chetia brevis
Chibchanomys trichotis
Chilatherina axelrodi
Chilatherina bleheri
Chilatherina bulolo
Chilatherina sentaniensis
Chiloglanis bifurcus
Chiloglanis swierstrai
Chilomys instans
Faustina cingulella
Kosicia ziegleri
Chimarrogale hantu
Chimarrogale phaeura
Chimarrogale sumatrana
Chinchilla chinchilla
Chinchilla lanigera
Chinchillula sahamae
Chioglossa lusitanica
Chionomys gud
Chionomys syriacus
Chionomys roberti
Chiroderma doriae
Chiroderma improvisum
Chiroderma salvini
Chiroderma trinitatum
Chiroderma villosum
Chiromyscus chiropus
Chironax melanocephalus
Chironectes minimus
Chironius vincenti
Chiropodomys calamianensis
Chiropodomys gliroides
Chiropodomys karlkoopmani
Chiropodomys major
Chiropodomys muroides
Chiropodomys pusillus
Chiropotes albinasus
Chirostoma bartoni
Chiruromys forbesi
Chiruromys lamia
Chiruromys vates
Chitala blanci
Chitra chitra
Chlamydogobius micropterus
Chlamydogobius squamigenus
Chlamydogobius gloveri
Calyptophractus retusus
Chlamyphorus truncatus
Chlorotalpa sclateri
Calcochloris tytonis
Chlorotalpa duthieae
Choeroniscus godmani
Choeroniscus minor
Choeroniscus periosus
Choeronycteris mexicana
Choloepus didactylus
Choloepus hoffmanni
Pseudochondrostoma willkommii
Chondrostoma holmwoodii
Chondrostoma knerii
Chondrostoma nasus
Chondrostoma phoxinus
Pseudochondrostoma polylepis
Chondrostoma prespense
Chondrostoma soetta
Parachondrostoma toxostoma
Chorthippus acroleucus
Christinus guentheri
Abrothrix andinus
Abrothrix jelskii
Chromis sanctaehelenae
Chrotogale owstoni
Chrotomys gonzalesi
Chrotomys mindorensis
Chrotomys whiteheadi
Chrotopterus auritus
Chrysochloris visagiei
Chrysocyon brachyurus
Chrysospalax trevelyani
Chrysospalax villosus
Herichthys minckleyi
Herichthys pantostictus
Cicindela columbica
Cicindela marginipennis
Cicindela puritana
Cinetodus froggatti
Clarias maclareni
Cleopatra grandidieri
Clethrionomys centralis
Clethrionomys glareolus
Craseomys rufocanus
Clethrionomys rutilus
Clinus spatulatus
Cloeotis percivali
Clupeoides papuensis
Clupeonella abrau
Clupeonella cultriventris
Clyomys laticeps
Aspidoscelis hyperythra
Cnemidophorus vanzoi
Cobitis calderoni
Cobitis paludica
Cobitis stephanidisi
Cobitis elongata
Cobitis hellenica
Cobitis meridionalis
Sabanejewia romanica
Cobitis taenia
Cobitis trichonica
Cobitis vardarensis
Brassomys albidens
Codringtonia codringtonii
Coelops frithii
Coelops robinsoni ssp. hirsutus
Coelops robinsoni
Coenagrion mercuriale
Coendou bicolor
Coendou nycthemera
Coeranoscincus reticulatus
Coleura seychellensis
Coleura afra
Colobus angolensis
Colobus guereza
Colobus polykomos
Colobus satanas
Colobus vellerosus
Colobus angolensis ssp. ruwenzorii
Colobus angolensis ssp. palliatus
Colobus angolensis ssp. prigoginei
Colobus guereza ssp. gallarum
Colomys goslingi
Congosorex polli
Conilurus penicillatus
Connochaetes gnou
Connochaetes taurinus
Conolophus pallidus
Conraua goliath
Conus africanus
Conus cepasi
Conus nobrei
Conus zebroides
Emblemariopsis tayrona
Ouroborus cataphractus
Smaug giganteus
Cordylus mclachlani
Coregonus albula
Coregonus artedi
Coregonus hoyi
Coregonus kiyi
Coregonus lavaretus
Coregonus nigripinnis
Coregonus peled
Coregonus reighardi
Coregonus zenithicus
Coregonus huntsmani
Coregonus trybomi
Cottus asperrimus
Cottus extensus
Cottus greenei
Cottus leiopomus
Cottus princeps
Cottus paulus
Cottus tenuis
Cottus gobio
Cottus poecilopus
Cottus petiti
Craseonycteris thonglongyai
Craspedopoma costatum
Craspedopoma hespericum
Craspedopoma lyonnetianum
Craspedopoma trochoideum
Craterocephalus amniculus
Craterocephalus centralis
Craterocephalus dalhousiensis
Craterocephalus helenae
Craterocephalus kailolae
Craterocephalus lacustris
Craterocephalus lentiginosus
Craterocephalus marianae
Craterocephalus pimatuae
Crateromys australis
Crateromys schadenbergi
Crateromys paulus
Crateromys heaneyi
Madromys blanfordi
Cremnomys cutchicus
Cremnomys elvira
Crenichthys baileyi
Crenichthys nevadae
Cricetomys emini
Urocricetus alticola
Cricetulus barabensis
Urocricetus kamensis
Cricetulus longicaudatus
Cricetulus sokolovi
Nothocricetulus migratorius
Cricetus cricetus
Crocidura ansellorum
Crocidura baileyi
Crocidura canariensis
Crocidura congobelgica
Crocidura crenata
Crocidura eisentrauti
Crocidura glassi
Crocidura grassei
Crocidura kivuana
Crocidura lanosa
Crocidura latona
Crocidura longipes
Crocidura lucina
Crocidura manengubae
Crocidura maquassiensis
Crocidura nimbae
Crocidura phaeura
Crocidura stenocephala
Crocidura telfordi
Crocidura thalia
Crocidura wimmeri
Crocidura zimmermanni
Crocidura ludia
Crocidura orii
Crocidura polia
Crocidura raineyi
Crocidura selina
Crocidura thomensis
Crocidura andamanensis
Crocidura armenica
Crocidura beatus
Crocidura beccarii
Crocidura dhofarensis
Crocidura floweri
Crocidura grandis
Crocidura grayi
Crocidura hispida
Crocidura jenkinsi
Crocidura malayana
Crocidura miya
Crocidura negrina
Crocidura nicobarica
Crocidura orientalis
Crocidura palawanensis
Crocidura paradoxura
Crocidura pergrisea
Crocidura religiosa
Crocidura shantungensis
Crocidura susiana
Crocidura tenuis
Crocidura allex
Crocidura attila
Crocidura bottegoides
Crocidura caliginea
Crocidura desperata
Crocidura elgonius
Crocidura erica
Crocidura fischeri
Crocidura flavescens
Crocidura foxi
Crocidura fumosa
Crocidura gracilipes
Crocidura greenwoodi
Crocidura harenna
Crocidura macmillani
Crocidura macowi
Crocidura picea
Crocidura pitmani
Crocidura ultima
Crocidura xantippe
Crocidura zimmeri
Crocodylus acutus
Mecistops cataphractus
Crocodylus intermedius
Crocodylus moreletii
Crocodylus palustris
Crocodylus porosus
Crocodylus rhombifer
Crocodylus siamensis
Crocodylus mindorensis
Crocuta crocuta
Croilia mossambica
Crossomys moncktoni
Crunomys celebensis
Crunomys fallax
Crunomys melanius
Cryptazeca monodonta
Cryptazeca subcylindrica
Cryptazeca elongata
Cryptazeca spelaea
Cryptochloris wintoni
Cryptochloris zyli
Fukomys zechi
Fukomys bocagei
Fukomys damarensis
Fukomys foxi
Fukomys mechowii
Fukomys ochraceocinereus
Cryptoprocta ferox
Cryptosaccus asturiensis
Cryptotis endersi
Cryptotis gracilis
Cryptotis hondurensis
Cryptotis magna
Crystallaria asprella
Ctenodactylus gundi
Ctenodactylus vali
Ctenomys argentinus
Ctenomys australis
Ctenomys azarae
Ctenomys boliviensis
Ctenomys bonettoi
Ctenomys brasiliensis
Ctenomys colburni
Ctenomys conoveri
Ctenomys dorsalis
Ctenomys emilianus
Ctenomys fulvus
Ctenomys haigi
Ctenomys knighti
Ctenomys latro
Ctenomys leucodon
Ctenomys lewisi
Ctenomys magellanicus
